"","Tumor_Sample","Healthy_Sample"
"CDH12",1.3358,41.0436
"CDH13",211.3875,890.5504
"CDH15",7.3468,0
"CDH16",70.7965,0
"CDH17",1.0018,3.4998
"CDH18",0.3339,0.3182
"CDH19",252.1289,9.545
"CDH1",9561.8634,6509.3859
"CDH20",30.723,4.4543
"CDH22",2.3376,43.9071
"CDH23",37.068,229.3987
"CDH24",125.8975,91.6322
"CDH26",5.0092,26.0897
"CDH2",464.8522,24.4989
"CDH3",6907.6641,2246.5797
"CDH4",2.3376,14.9539
"CDH5",321.9235,2905.1861
"CDH6",50.7597,100.8591
"CDH7",1.6697,0.9545
"CDH8",0,12.7267
"CDH9",0.6679,0
"CDHR1",137.2516,28.3169
"CDHR2",4.3413,0.6363
"CDHR3",26.6989,92.224
"CDHR4",0,2.8635
"CDHR5",3.0055,0
"CDIPT",1561.8634,1770.9195
"CDK10",545.6671,611.5177
"CDK11A",744.161,716.4588
"CDK11B",998.367,801.8358
"CDK12",1240.9417,1324.5307
"CDK13",732.0087,1177.8556
"CDK14",671.2306,607.6997
"CDK15",1.3358,8.2724
"CDK16",3604.6084,1560.6109
"CDK17",341.6263,895.0048
"CDK18",1103.3562,483.2962
"CDK19",1514.7704,713.4521
"CDK1",1167.4737,96.4047
"CDK20",200.0334,161.629
"CDK2AP1",4394.7237,2328.6669
"CDK2AP2",903.9906,505.2498
"CDK2",994.8238,628.0624
"CDK3",122.5313,141.9663
"CDK4",3678.4104,1654.1521
"CDK5R1",66.4552,27.0442
"CDK5R2",0.3339,0.9545
"CDK5RAP1",385.0392,410.4359
"CDK5RAP2",1023.8771,1322.9399
"CDK5RAP3",1892.1356,1840.5982
"CDK5",215.3949,134.5848
"CDK6",2218.7343,1053.7703
"CDK7",547.3368,395.482
"CDK8",227.7509,106.9042
"CDK9",522.2909,1231.3077
"CDKAL1",468.1917,265.6697
"CDKL1",57.4386,28.6351
"CDKL2",11.6881,37.5437
"CDKL3",14.1125,33.5762
"CDKL4",2.0037,2.2272
"CDKL5",91.5011,64.9061
"CDKN1A",908.6659,12650.9704
"CDKN1B",2913.0072,1326.4397
"CDKN1C",191.3508,826.2806
"CDKN2AIPNL",225.0793,271.7149
"CDKN2AIP",301.8868,466.4333
"CDKN2A",354.3162,72.8603
"CDKN2BAS",12.6899,2.5453
"CDKN2B",435.1311,558.0655
"CDKN2C",795.1244,426.3443
"CDKN2D",454.8339,128.8578
"CDKN3",152.6131,26.0897
"CDNF",34.3964,45.4979
"CDO1",8.6826,384.3462
"CDON",882.9521,1148.9023
"CDR1",44.9758,10.2259
"CDR2L",1039.9065,943.3662
"CDR2",821.1721,846.007
"CDRT15P",4.6752,3.1817
"CDRT15",0,0
"CDRT1",1.1755,0.6363
"CDRT4",325.0326,281.3077
"CDS1",1122.3911,796.0547
"CDS2",749.7078,717.1492
"CDSN",29.3872,25.1352
"CDT1",393.0539,62.3608
"CDV3",3231.2573,4679.9236
"CDX1",1.3358,3.818
"CDX2",11.0202,0
"CDX4",0,0
"CDY1B",0,0
"CDY1",0,0
"CDY2B",0,0
"CDYL2",18.0331,45.4979
"CDYL",421.4393,631.244
"CEACAM16",0,0
"CEACAM18",0,0
"CEACAM19",46.0845,94.8139
"CEACAM1",1134.747,1124.0853
"CEACAM20",0,1.2727
"CEACAM21",3.6734,15.5902
"CEACAM22P",0,0.6363
"CEACAM3",0,3.4998
"CEACAM4",0.6679,2.2272
"CEACAM5",44.4148,4.4543
"CEACAM6",211.3875,261.5336
"CEACAM7",0,0.9545
"CEACAM8",0,0
"CEBPA",114.2094,908.0496
"CEBPB",1355.1511,1624.2444
"CEBPD",477.5422,2227.4897
"CEBPE",0.3339,1.5908
"CEBPG",2032.3927,1339.1664
"CEBPZ",1722.1573,1824.6898
"CECR1",650.192,665.2879
"CECR2",27.7175,11.454
"CECR4",1.0018,1.2727
"CECR5",1242.9454,559.3382
"CECR6",12.356,21.9535
"CECR7",135.5819,97.041
"CELA1",0,0
"CELA2A",0,0
"CELA2B",0.3339,0.3182
"CELA3A",0,0
"CELA3B",0,0
"CELF1",1887.1264,2088.1324
"CELF2",1553.5148,2184.2189
"CELF3",0,0.3182
"CELF4",9.3505,12.0904
"CELF5",3.6734,42.9526
"CELF6",22.361,101.7913
"CELP",0,0
"CELSR1",2436.1329,1711.4222
"CELSR2",1343.1291,1826.5988
"CELSR3",142.2608,56.952
"CEL",28.7193,12.0904
"CEMP1",168.706,148.1642
"CEND1",4.0073,0
"CENPA",252.1289,10.8177
"CENPBD1",468.1917,208.0815
"CENPB",1877.442,1788.4187
"CENPC1",481.8835,572.7012
"CENPE",532.6432,55.3611
"CENPF",3557.1882,212.5358
"CENPH",155.9526,87.496
"CENPI",70.7965,5.4088
"CENPJ",187.3435,277.1238
"CENPK",104.191,26.4079
"CENPL",203.3729,62.679
"CENPM",238.4371,31.4986
"CENPN",694.3263,178.2087
"CENPO",175.7455,43.3694
"CENPP",80.9184,53.7226
"CENPQ",102.8552,126.3124
"CENPT",320.2538,565.7016
"CENPV",128.2351,68.0878
"CENPW",235.0977,79.2237
"CEP110",373.6851,689.1505
"CEP120",331.274,856.5065
"CEP135",199.0316,285.3961
"CEP152",137.5856,182.9462
"CEP164",862.5814,715.8766
"CEP170L",4.6752,1.2727
"CEP170",1842.3777,1144.448
"CEP192",901.653,755.3293
"CEP250",779.7629,712.6949
"CEP290",391.982,658.4696
"CEP350",1460.6779,1428.2533
"CEP55",707.2967,37.8619
"CEP57",958.0898,885.1416
"CEP63",652.4194,679.0487
"CEP68",457.5088,1498.6414
"CEP70",420.4375,261.8517
"CEP72",38.4037,51.5431
"CEP76",202.371,124.4034
"CEP78",266.1546,233.2167
"CEP97",165.3031,188.3551
"CEPT1",1023.5432,885.7779
"CER1",0,0.9545
"CERCAM",1219.9032,1524.658
"CERKL",71.5378,41.9154
"CERK",2256.1362,1024.8171
"CES1",48.7561,2445.1161
"CES2",703.6233,1085.9052
"CES3",15.6954,105.6316
"CES4",4.0073,74.4512
"CES7",1.0018,0
"CES8",53.0973,78.9055
"CETN1",0.6679,0
"CETN2",1084.6552,939.5482
"CETN3",198.3637,348.3933
"CETN4P",3.3395,4.1362
"CETP",9.0165,38.8164
"CFB",2777.6858,2297.3338
"CFC1B",0,0
"CFDP1",1254.6335,824.6898
"CFD",129.9048,7273.9421
"CFHR1",3.3395,2.2272
"CFHR2",0,0
"CFHR3",1.0018,11.7722
"CFHR4",0,0
"CFHR5",0,0
"CFH",1020.5377,7746.1024
"CFI",93.8387,952.9112
"CFL1",17147.103,10045.1798
"CFL2",306.562,944.3207
"CFLAR",1314.0758,1355.7111
"CFLP1",3.3395,3.4998
"CFP",8.3486,116.1311
"CFTR",3.0055,8.9087
"CG030",44.4148,52.8158
"CGA",0.3339,0
"CGB1",0,0
"CGB2",1.0018,0.3182
"CGB5",0.3339,0.6363
"CGB7",5.9008,16.0356
"CGB8",0,0.3182
"CGB",1.6196,0.9545
"CGGBP1",2421.1287,2536.112
"CGNL1",888.6292,1555.5202
"CGN",1154.1159,1551.384
"CGREF1",947.477,269.0741
"CGRRF1",209.3839,339.4846
"CH25H",54.0992,310.5313
"CHAC1",104.8589,20.0445
"CHAC2",57.1047,30.8622
"CHADL",98.8479,90.9959
"CHAD",199.0316,62.0426
"CHAF1A",629.1534,263.4426
"CHAF1B",249.4573,122.1763
"CHAT",0,0
"CHCHD10",636.1663,213.8085
"CHCHD1",439.1384,372.574
"CHCHD2",2493.5715,2453.3885
"CHCHD3",1339.7896,543.1117
"CHCHD4",244.4482,232.5803
"CHCHD5",174.3196,187.0824
"CHCHD6",113.2075,99.9045
"CHCHD7",409.7512,370.665
"CHCHD8",835.1979,532.294
"CHD1L",1249.2904,692.014
"CHD1",716.6472,2192.1731
"CHD2",1932.209,2950.3659
"CHD3",2704.6251,4455.2975
"CHD4",6966.572,5281.3299
"CHD5",6.011,9.545
"CHD6",1050.9267,2007.3178
"CHD7",941.7265,650.3341
"CHD8",1419.2687,2023.2262
"CHD9",1544.8322,2148.9023
"CHDH",775.0877,580.0191
"CHEK1",496.5771,92.5867
"CHEK2",338.6208,162.9017
"CHERP",1325.9042,1115.5711
"CHFR",341.9603,412.0267
"CHGA",0,3.1817
"CHGB",1.0018,3.4998
"CHI3L1",6810.4859,1110.4041
"CHI3L2",881.2824,845.0525
"CHIA",0,0.6363
"CHIC1",328.6024,418.0719
"CHIC2",273.1675,395.1639
"CHID1",1142.7617,1244.0344
"CHIT1",12.356,70.9513
"CHKA",532.3092,977.7283
"CHKB-CPT1B",236.9878,365.6634
"CHKB",224.9057,197.9574
"CHL1",17.6991,1745.1479
"CHML",1458.0063,399.9364
"CHMP1A",3167.1398,1485.8416
"CHMP1B",1869.7612,2392.9367
"CHMP2A",1492.4027,1616.2902
"CHMP2B",1732.8435,1274.2603
"CHMP4A",936.1696,899.1632
"CHMP4B",3568.5423,2939.5482
"CHMP4C",1350.1419,452.1158
"CHMP5",997.6724,1450.2418
"CHMP6",556.6873,400.2545
"CHMP7",843.5465,1099.2682
"CHM",845.5502,637.2892
"CHN1",355.3181,459.7518
"CHN2",15.0276,97.3592
"CHODL",65.4533,56.6338
"CHORDC1",964.4348,685.0143
"CHP2",0.6679,2.2272
"CHPF2",1510.1019,1177.5374
"CHPF",3924.525,1239.58
"CHPT1",4283.7235,1672.6058
"CHP",1569.8781,2058.861
"CHRAC1",1089.9983,670.3786
"CHRDL1",129.9048,6693.923
"CHRDL2",2598.7644,25.7716
"CHRD",49.7579,304.168
"CHRFAM7A",18.701,19.8027
"CHRM1",31.7248,128.5396
"CHRM2",0.3339,0
"CHRM3",126.8993,25.7716
"CHRM4",2.6716,1.2727
"CHRM5",2.6716,1.909
"CHRNA10",4.0073,13.9994
"CHRNA1",8.0147,1.909
"CHRNA2",0,0
"CHRNA3",4.3413,6.3633
"CHRNA4",0.3339,0.3182
"CHRNA5",206.0444,33.7257
"CHRNA6",3.3395,0
"CHRNA7",2.3376,4.4543
"CHRNA9",1.0018,0
"CHRNB1",224.3747,166.7197
"CHRNB2",3.6734,23.5444
"CHRNB3",0,0
"CHRNB4",6.345,0.9545
"CHRND",0,0
"CHRNE",6.8192,18.9469
"CHRNG",1.3358,0
"CHST10",181.6664,222.7171
"CHST11",296.8776,137.7665
"CHST12",230.0885,395.482
"CHST13",6.6789,1.2727
"CHST14",280.8482,540.2482
"CHST15",997.4954,1107.8587
"CHST1",1969.9449,102.7681
"CHST2",972.7834,512.8858
"CHST3",3997.6624,1445.4343
"CHST4",34.3964,12.4085
"CHST5",2.341,10.4995
"CHST6",599.7662,41.3618
"CHST7",48.4221,180.7191
"CHST8",0,20.6809
"CHST9",609.4507,559.3382
"CHSY1",1083.6534,2777.2829
"CHSY3",98.8479,100.5409
"CHTF18",236.0995,149.8568
"CHTF8",2251.6413,1992.1413
"CHUK",565.7038,631.244
"CHURC1",699.459,1687.6137
"CIAO1",1968.6091,1699.3318
"CIAPIN1",1024.8789,600.7
"CIB1",1332.7768,927.1397
"CIB2",261.4794,104.6771
"CIB3",1.0018,0
"CIB4",0.3339,0.3182
"CIC",1298.7143,2078.9055
"CIDEA",2.0037,172.4467
"CIDEB",330.5226,309.5927
"CIDECP",87.4937,71.9058
"CIDEC",1.3358,1224.308
"CIITA",243.7803,383.0735
"CILP2",704.2912,42.3163
"CILP",245.116,8946.5479
"CINP",355.652,319.44
"CIR1",1245.617,1181.9917
"CIRBP",1907.831,7014.3175
"CIRH1A",1478.0431,897.8683
"CISD1",782.1005,259.3064
"CISD2",1065.9542,508.1133
"CISD3",350.9901,454.2221
"CISH",116.547,263.4426
"CITED1",30.389,318.1674
"CITED2",1448.6559,2363.9835
"CITED4",1375.1878,636.971
"CIT",351.3107,107.2224
"CIZ1",1392.553,1781.419
"CKAP2L",208.0481,12.4085
"CKAP2",1403.9072,346.1661
"CKAP4",2203.3729,1741.3299
"CKAP5",4150.9434,1738.7846
"CKB",1205.2096,536.112
"CKLF",709.9683,248.8069
"CKMT1A",31.3909,136.812
"CKMT1B",171.648,146.0388
"CKMT2",65.1194,44.2253
"CKM",4.6752,0.3182
"CKS1B",1125.7305,468.9787
"CKS2",883.286,172.1285
"CLASP1",1350.4759,1414.8902
"CLASP2",625.1461,1455.2975
"CLCA1",0,0
"CLCA2",1.0018,32.7712
"CLCA3P",0,0
"CLCA4",1.3358,179.4464
"CLCC1",1127.7642,973.1944
"CLCF1",115.2112,300.9863
"CLCN1",2.0037,9.2269
"CLCN2",196.6939,76.3602
"CLCN3",1617.9663,1581.9281
"CLCN4",2122.558,242.4435
"CLCN5",521.623,164.1744
"CLCN6",185.0058,549.1569
"CLCN7",1945.9008,1248.1705
"CLCNKA",3.3395,25.1352
"CLCNKB",17.6991,8.5905
"CLC",0.3339,0.3182
"CLDN10",1117.7025,290.4932
"CLDN11",57.1047,1253.8976
"CLDN12",1389.5475,1157.811
"CLDN14",5.3431,1.909
"CLDN15",79.479,224.308
"CLDN16",5.6771,6.0452
"CLDN17",0,0
"CLDN18",2.6716,3.4998
"CLDN19",7.3468,181.6736
"CLDN1",964.4348,2067.1333
"CLDN20",1.6697,2.5453
"CLDN22",0,0
"CLDN23",187.6774,155.5838
"CLDN25",0.6679,0
"CLDN2",80.1469,11.7722
"CLDN3",1695.4416,1415.5266
"CLDN4",8034.3964,17965.3198
"CLDN5",22.0404,1523.3853
"CLDN6",2.0037,0
"CLDN7",2901.653,1273.9421
"CLDN8",104.8589,1555.8384
"CLDN9",14.6936,4.7725
"CLDND1",1137.4186,1631.5622
"CLDND2",1.0018,2.8635
"CLEC10A",31.0569,330.8941
"CLEC11A",385.7071,177.2192
"CLEC12A",5.3431,9.545
"CLEC12B",0,0.3182
"CLEC14A",136.2498,1222.7171
"CLEC16A",832.5263,711.4222
"CLEC17A",0.3339,4.1362
"CLEC18A",52.0955,8.9087
"CLEC18B",37.068,3.818
"CLEC18C",1.3358,0
"CLEC1A",59.4423,180.4009
"CLEC1B",0.3339,0
"CLEC2A",0,0
"CLEC2B",196.36,465.4788
"CLEC2D",326.9327,400.2545
"CLEC2L",3.6734,0.9545
"CLEC3A",0.6679,0
"CLEC3B",36.0661,7678.9691
"CLEC4A",68.7928,53.4521
"CLEC4C",0,0
"CLEC4D",0.6679,0.9545
"CLEC4E",43.4129,15.272
"CLEC4F",8.0147,21.6354
"CLEC4GP1",1.6697,13.6812
"CLEC4G",4.3413,47.0888
"CLEC4M",0.3339,9.545
"CLEC5A",406.7457,13.363
"CLEC6A",1.6697,0.3182
"CLEC7A",1860.7447,113.2676
"CLEC9A",1.6697,16.2265
"CLECL1",1.3358,1.909
"CLGN",676.2398,16.5447
"CLIC1",8520.6211,4890.5504
"CLIC2",198.3637,874.0057
"CLIC3",152.6131,21.6354
"CLIC4",9599.5993,6080.4963
"CLIC5",26.7156,338.5301
"CLIC6",72.8001,433.9803
"CLINT1",2798.1299,2039.4528
"CLIP1",1815.996,2692.6503
"CLIP2",997.8294,609.6087
"CLIP3",651.5278,665.6061
"CLIP4",1396.5604,993.9548
"CLK1",1446.3183,2647.1524
"CLK2P",15.0276,11.1359
"CLK2",752.0454,644.6071
"CLK3",693.6049,1002.2272
"CLK4",316.9143,699.9682
"CLLU1OS",0.3339,0
"CLLU1",2.3376,1.5908
"CLMN",1989.3137,1660.8336
"CLN3",1007.5138,769.1887
"CLN5",862.9153,682.7871
"CLN6",920.354,628.6987
"CLN8",221.4059,597.5183
"CLNK",0,0
"CLNS1A",1431.9586,1200.4454
"CLOCK",399.3989,403.4362
"CLP1",382.3677,232.5803
"CLPB",518.9514,197.5819
"CLPP",982.1339,475.0239
"CLPS",0,0
"CLPTM1L",3159.1251,1577.4738
"CLPTM1",3172.4829,1817.0538
"CLPX",725.9977,735.9211
"CLRN1OS",1.6697,0
"CLRN1",0,0
"CLRN2",0,0
"CLRN3",1.3358,0.9545
"CLSPN",135.5819,6.9997
"CLSTN1",12267.1565,5418.3901
"CLSTN2",55.101,593.7003
"CLSTN3",4135.9158,1240.5345
"CLTA",2054.7671,1861.5972
"CLTB",1087.9947,1027.3624
"CLTCL1",89.4974,84.3143
"CLTC",14087.8277,7927.776
"CLUAP1",621.1388,504.6262
"CLUL1",199.6994,22.5899
"CLU",26334.6135,26042.9526
"CLVS1",0.3974,5.0907
"CLVS2",0,0.9545
"CLYBL",241.1087,116.1311
"CMA1",3.3395,69.3605
"CMAH",1065.9542,465.4788
"CMAS",3734.8472,718.1037
"CMBL",423.109,544.3843
"CMC1",134.5801,106.9042
"CMIP",1845.3832,1875.2784
"CMKLR1",266.8225,395.1639
"CMPK1",5801.6363,3868.915
"CMPK2",613.1241,159.4018
"CMTM1",117.8828,77.6328
"CMTM2",2.6716,5.0907
"CMTM3",811.8217,1167.0379
"CMTM4",2849.5575,1077.3147
"CMTM5",36.734,14.9539
"CMTM6",4390.0484,3254.2157
"CMTM7",1594.924,1076.3602
"CMTM8",201.0352,204.5816
"CMYA5",167.3067,1216.9901
"CN5H6.4",7.6807,2.5453
"CNBD1",0,0
"CNBP",7235.9325,7243.398
"CNDP1",0,2.2272
"CNDP2",1747.8711,2557.7474
"CNFN",34.7303,39.7709
"CNGA1",134.914,137.7665
"CNGA2",0,0.3182
"CNGA3",1.6697,18.4537
"CNGA4",5.3431,3.4998
"CNGB1",10.0184,3.818
"CNGB3",0,0
"CNIH2",35.0643,5.0907
"CNIH3",50.4258,32.7712
"CNIH4",988.1449,610.8813
"CNIH",1263.65,1104.3589
"CNKSR1",480.8816,271.3968
"CNKSR2",81.1488,68.0878
"CNKSR3",635.4984,291.1231
"CNN1",110.202,5062.3608
"CNN2",3399.8998,2826.917
"CNN3",3504.7587,5317.531
"CNNM1",33.0606,71.9058
"CNNM2",212.7233,159.0837
"CNNM3",457.5054,780.1464
"CNNM4",570.713,565.0652
"CNOT10",547.3368,547.8842
"CNOT1",6857.2082,3718.4442
"CNOT2",1297.7125,1317.531
"CNOT3",932.71,914.413
"CNOT4",604.4415,492.8412
"CNOT6L",799.1317,1357.6201
"CNOT6",1133.4113,883.8689
"CNOT7",1316.0795,1494.1139
"CNOT8",1045.9175,1398.3455
"CNO",172.6499,188.3551
"CNPY1",0,0
"CNPY2",2831.5245,941.4572
"CNPY3",1734.5133,1001.2727
"CNPY4",315.5786,387.5278
"CNP",1796.2665,1663.4585
"CNR1",16.3633,169.265
"CNR2",0.3339,0.6363
"CNRIP1",94.8405,496.0229
"CNST",1006.8459,780.7827
"CNTD1",21.7432,44.3271
"CNTD2",202.0371,1.909
"CNTFR",18.0331,264.0789
"CNTF",20.9985,26.6974
"CNTLN",489.8981,354.7566
"CNTN1",171.3141,309.2587
"CNTN2",7.6807,5.727
"CNTN3",27.3835,51.8613
"CNTN4",31.7248,624.8807
"CNTN5",32.0588,41.9981
"CNTN6",0.6679,14.6357
"CNTNAP1",90.1653,307.986
"CNTNAP2",14.0257,0.3182
"CNTNAP3",110.8699,350.6204
"CNTNAP4",0,4.7725
"CNTNAP5",0,0
"CNTROB",644.181,707.286
"COASY",1028.5523,1125.0398
"COBLL1",1597.2616,1227.4897
"COBL",2673.2343,1276.1693
"COBRA1",1232.927,1138.0846
"COCH",474.1593,89.7614
"COG1",832.9371,769.7136
"COG2",822.5079,638.5619
"COG3",990.8165,848.8705
"COG4",1095.3415,863.8244
"COG5",1041.987,931.8231
"COG6",1250.9601,695.832
"COG7",507.9312,613.7448
"COG8",383.5398,387.8683
"COIL",630.4892,480.4327
"COL10A1",6222.0738,32.1349
"COL11A1",8844.8823,17.181
"COL11A2",85.1561,18.7719
"COL12A1",16299.5492,4013.0449
"COL13A1",22.7083,25.4534
"COL14A1",57.4386,11008.9087
"COL15A1",855.2346,4286.3506
"COL16A1",4228.0848,3949.4114
"COL17A1",134.5801,5044.5434
"COL18A1",6468.1917,3999.6818
"COL19A1",1.6697,0.9545
"COL1A1",135821.3391,50445.3929
"COL1A2",93093.0038,58523.7035
"COL20A1",0,0
"COL21A1",7.3468,98.95
"COL22A1",447.1531,35.3166
"COL23A1",11.0202,65.8606
"COL24A1",84.4882,21.6354
"COL25A1",12.6899,85.9052
"COL27A1",608.7828,707.9224
"COL28A1",89.8314,20.999
"COL29A1",0,2.5453
"COL2A1",1445.6504,70.6332
"COL3A1",67142.0938,43546.9297
"COL4A1",6056.1029,5598.4728
"COL4A2",5804.6418,6970.4104
"COL4A3BP",510.2688,1416.7992
"COL4A3",113.5415,59.1791
"COL4A4",260.8115,182.9462
"COL4A5",599.0983,731.4668
"COL4A6",10.6863,330.5759
"COL5A1",7590.5827,3478.5237
"COL5A2",7697.7793,3588.6096
"COL5A3",388.0447,637.6074
"COL6A1",24709.9683,13861.279
"COL6A2",31796.6271,24137.7665
"COL6A3",18260.4775,20052.1794
"COL6A4P2",0,1.2727
"COL6A6",0.6679,683.1053
"COL7A1",106.1947,936.0484
"COL8A1",1422.2742,472.7967
"COL8A2",3508.7661,1361.4381
"COL9A1",84.4882,0.9545
"COL9A2",625.814,210.945
"COL9A3",464.5183,68.7241
"COLEC10",4.6752,2.8635
"COLEC11",5.0092,43.2708
"COLEC12",1451.3274,1318.8037
"COLQ",36.3333,36.5892
"COMMD10",246.1179,392.3003
"COMMD1",209.0499,215.3993
"COMMD2",1262.9821,721.2854
"COMMD3",891.2272,553.3185
"COMMD4",672.2324,631.5622
"COMMD5",827.1364,444.2666
"COMMD6",1876.7741,1439.071
"COMMD7",1748.205,706.3315
"COMMD8",488.2284,256.4429
"COMMD9",785.44,532.6122
"COMP",2864.919,36.5892
"COMTD1",102.8552,45.4979
"COMT",3578.5607,1892.4594
"COPA",9462.1773,4509.1219
"COPB1",3799.9666,3010.5313
"COPB2",5852.3961,3048.3614
"COPE",3184.2311,1336.3029
"COPG2",610.7864,423.1626
"COPG",6692.9371,2827.5533
"COPS2",1692.7701,1625.8352
"COPS3",1041.2423,860.3245
"COPS4",788.4455,836.462
"COPS5",1469.3605,914.413
"COPS6",1460.344,1378.301
"COPS7A",4718.3169,1170.2195
"COPS7B",712.3059,571.7467
"COPS8",990.8065,1015.5234
"COPZ1",2326.2648,2596.5638
"COPZ2",365.6704,345.5297
"COQ10A",138.2535,139.6755
"COQ10B",966.7724,1083.678
"COQ2",253.4647,149.8568
"COQ3",303.5565,108.8132
"COQ4",336.6171,512.5676
"COQ5",309.5675,377.9828
"COQ6",160.1035,243.2899
"COQ7",259.4757,459.4337
"COQ9",1242.9454,587.3369
"CORIN",63.7836,19.09
"CORO1A",722.3243,672.2876
"CORO1B",1838.7043,1349.0296
"CORO1C",2594.7571,2858.7337
"CORO2A",672.5664,566.0197
"CORO2B",9.6844,343.6207
"CORO6",10.6863,41.6799
"CORO7",670.4592,462.9271
"CORT",5.1762,4.9602
"COTL1",7895.1411,1528.476
"COX10",311.9052,248.1705
"COX11",636.2932,740.1591
"COX15",710.005,866.1343
"COX16",214.727,651.6067
"COX17",374.019,335.0302
"COX18",481.8835,249.4432
"COX19",222.932,185.9847
"COX4I1",7341.1254,4491.2504
"COX4I2",14.0257,78.9055
"COX4NB",985.8073,348.0751
"COX5A",1543.8304,711.104
"COX5B",1017.8661,709.5132
"COX6A1",1527.1331,1097.3592
"COX6A2",1.3358,0.3182
"COX6B1",2521.9569,1503.3408
"COX6B2",3.3395,18.1355
"COX6C",2502.2541,1087.496
"COX7A1",40.7414,384.028
"COX7A2L",2479.5458,1469.2969
"COX7A2",1579.5625,1052.8158
"COX7B2",0,0
"COX7B",2288.529,934.4575
"COX7C",2030.0551,2228.126
"COX8A",2141.259,1082.0872
"COX8C",0.3339,0
"CP110",407.0796,842.5072
"CPA1",0,9.8632
"CPA2",3.0055,1.2727
"CPA3",187.3435,271.3968
"CPA4",243.7803,78.2692
"CPA5",0,0.3882
"CPA6",0,0.6363
"CPAMD8",184.004,541.2027
"CPB1",3.6734,2188.9914
"CPB2",1.3358,0
"CPD",3029.2202,2760.42
"CPEB1",18.367,86.2234
"CPEB2",702.6215,920.7763
"CPEB3",154.2829,363.3471
"CPEB4",494.9073,1398.3455
"CPE",2672.5664,5851.734
"CPLX1",42.4111,85.9052
"CPLX2",0.3339,0
"CPLX3",0.3339,4.7725
"CPLX4",0.6679,0.3182
"CPM",2037.068,955.1384
"CPN1",0,0
"CPN2",11.3541,1.5908
"CPNE1",1667.9512,1193.013
"CPNE2",1143.0957,876.5511
"CPNE3",3416.2631,2862.8699
"CPNE4",0.3339,0.9545
"CPNE5",9.6844,65.8606
"CPNE6",0.3339,0
"CPNE7",170.9801,26.7261
"CPNE8",189.6811,528.7941
"CPNE9",0.3339,1.5908
"CPOX",371.6814,355.0748
"CPO",0.6679,1.909
"CPPED1",584.7387,510.6586
"CPS1",15.3615,104.9952
"CPSF1",1873.4346,1142.539
"CPSF2",1229.2536,1055.3611
"CPSF3L",1434.2962,1337.2574
"CPSF3",974.1192,609.9268
"CPSF4L",13.3578,0.6363
"CPSF4",298.5473,475.9784
"CPSF6",2138.5874,1779.1919
"CPSF7",1471.3642,2366.2106
"CPT1A",2166.9728,3061.7245
"CPT1B",272.7801,270.56
"CPT1C",131.2406,106.9042
"CPT2",629.4874,447.3433
"CPVL",502.2541,1069.3605
"CPXCR1",0,0
"CPXM1",253.4647,430.1623
"CPXM2",455.8357,2749.2841
"CPZ",235.7656,909.6405
"CP",5371.4209,1252.0522
"CR1L",0.6679,0
"CR1",2.3376,118.0401
"CR2",8.0147,16.8629
"CRABP1",498.2468,256.1247
"CRABP2",1341.1254,4154.9475
"CRADD",74.4699,124.0853
"CRAMP1L",665.9042,1027.391
"CRAT",784.4381,659.2428
"CRB1",11.6881,6.0452
"CRB2",11.0202,93.5412
"CRB3",481.2156,110.0859
"CRBN",697.4286,923.2739
"CRCP",992.4862,732.7394
"CRCT1",1.0018,0
"CREB1",1046.5854,1555.5202
"CREB3L1",572.0488,245.9434
"CREB3L2",6069.4607,2859.0519
"CREB3L3",0,0.3182
"CREB3L4",445.1494,537.3847
"CREB3",967.0496,871.3586
"CREB5",241.4426,778.8737
"CREBBP",2187.6774,3048.3614
"CREBL2",2185.3398,2111.0404
"CREBZF",1054.6001,1408.2087
"CREG1",4767.7409,2846.6433
"CREG2",1.0018,1.2727
"CRELD1",410.4191,681.8326
"CRELD2",1101.0185,440.98
"CREM",634.8305,537.7028
"CRHBP",5.6771,25.1352
"CRHR1",283.7669,43.3758
"CRHR2",0.3339,0.6363
"CRH",0,0
"CRIM1",2967.4403,7937.0029
"CRIP1",780.7647,2310.8495
"CRIP2",2631.1571,3082.0872
"CRIP3",3.3395,2.8635
"CRIPAK",80.1469,252.3067
"CRIPT",573.0506,473.7512
"CRISP1",0,0
"CRISP2",0,3.818
"CRISP3",0.6679,13.6812
"CRISPLD1",3400.5677,1173.7194
"CRISPLD2",697.9462,1886.7324
"CRKL",2397.7292,1727.0124
"CRK",882.9521,1243.398
"CRLF1",79.1451,37.5437
"CRLF2",0.3339,0
"CRLF3",541.9937,465.797
"CRLS1",1097.3451,692.6503
"CRMP1",157.285,181.7881
"CRNKL1",655.5351,860.9609
"CRNN",2.0037,0
"CROCCL1",445.2363,638.966
"CROCCL2",70.1286,100.8591
"CROCC",540.3239,652.5612
"CROT",290.1987,432.0713
"CRP",0,1.5908
"CRTAC1",107.5305,299.0773
"CRTAM",12.356,15.5902
"CRTAP",2306.896,5258.6701
"CRTC1",273.1675,412.3449
"CRTC2",1033.5615,838.371
"CRTC3",986.4752,1218.8991
"CRX",0,0
"CRY1",349.3071,698.3773
"CRY2",571.7148,2164.4925
"CRYAA",1.0018,0.3182
"CRYAB",11755.2179,4520.2036
"CRYBA1",0.3339,0.3182
"CRYBA2",0,0
"CRYBA4",0.6679,0.3182
"CRYBB1",4.6752,11.454
"CRYBB2",10.0184,4.7725
